,headword,xis_entry,form,xis_form,instances_all
8297,šulmu[completeness]N,akk.r0271d,šul-mu,akk.r02723,"saao/sargonletters:P224485.2.5,saao/sargonletters:P224485.3.1,saao/sargonletters:P313416.4.2,saao/sargonletters:P313448.4.2,saao/sargonletters:P313451.4.2,saao/sargonletters:P313451.5.1,saao/sargonletters:P313451.6.1,saao/sargonletters:P313451.7.1,saao/sargonletters:P313458.3.2,saao/sargonletters:P313462.4.2,saao/sargonletters:P313472.46.2,saao/sargonletters:P313473.4.2,saao/sargonletters:P313474.4.2,saao/sargonletters:P313477.3.2,saao/sargonletters:P313498.4.2,saao/sargonletters:P313498.5.1,saao/sargonletters:P313509.11.1,saao/sargonletters:P313509.12.1,saao/sargonletters:P313509.13.1,saao/sargonletters:P313509.4.2,saao/sargonletters:P313552.4.2,saao/sargonletters:P313626.5.2,saao/sargonletters:P313640.4.2,saao/sargonletters:P313711.4.2,saao/sargonletters:P313883.5.2,saao/sargonletters:P313938.4.2,saao/sargonletters:P313949.4.2,saao/sargonletters:P313985.4.2,saao/sargonletters:P314044.4.2,saao/sargonletters:P314049.4.2,saao/sargonletters:P314261.4.2,saao/sargonletters:P314266.4.2,saao/sargonletters:P314283.7.1,saao/sargonletters:P334076.4.2,saao/sargonletters:P334076.5.1,saao/sargonletters:P334099.3.3,saao/sargonletters:P334113.4.2,saao/sargonletters:P334135.4.2,saao/sargonletters:P334139.4.2,saao/sargonletters:P334141.4.2,saao/sargonletters:P334141.5.1,saao/sargonletters:P334141.6.1,saao/sargonletters:P334141.7.1,saao/sargonletters:P334142.4.2,saao/sargonletters:P334142.5.1,saao/sargonletters:P334142.6.1,saao/sargonletters:P334142.7.1,saao/sargonletters:P334152.4.2,saao/sargonletters:P334152.5.2,saao/sargonletters:P334158.10.1,saao/sargonletters:P334158.11.3,saao/sargonletters:P334158.3.3,saao/sargonletters:P334158.8.1,saao/sargonletters:P334168.4.2,saao/sargonletters:P334168.8.1,saao/sargonletters:P334177.3.4,saao/sargonletters:P334178.4.2,saao/sargonletters:P334186.4.2,saao/sargonletters:P334187.4.2,saao/sargonletters:P334257.4.2,saao/sargonletters:P334357.4.2,saao/sargonletters:P334390.4.2,saao/sargonletters:P334390.5.1,saao/sargonletters:P334390.6.1,saao/sargonletters:P334390.7.1,saao/sargonletters:P334394.4.3,saao/sargonletters:P334505.4.2,saao/sargonletters:P334518.4.2,saao/sargonletters:P334519.3.2,saao/sargonletters:P334519.4.1,saao/sargonletters:P334519.4.4,saao/sargonletters:P334519.5.1,saao/sargonletters:P334528.4.2,saao/sargonletters:P334546.4.2,saao/sargonletters:P334625.4.2,saao/sargonletters:P334642.4.2,saao/sargonletters:P334658.4.2,saao/sargonletters:P334664.6.2,saao/sargonletters:P334665.4.2,saao/sargonletters:P334709.3.2,saao/sargonletters:P334729.4.2,saao/sargonletters:P334863.5.2,saao/sargonletters:P336170.4.2,saao/sargonletters:P336170.5.1,saao/sargonletters:P336170.6.1,saao/sargonletters:P336768.4.2,saao/sargonletters:X900009.17.6,saao/sargonletters:X900009.3.2,saao/sargonletters:X900009.4.1,saao/sargonletters:X900009.5.1,saao/sargonletters:X900009.6.1"
8298,šumma[if]MOD,akk.r02731,BE,akk.r02732,saao/sargonletters:P334830.46.3
8299,šumma[if]MOD,akk.r02731,BE-ma,akk.r02733,"saao/sargonletters:P334373.19.2,saao/sargonletters:P334725.19.3"
8300,šumma[if]MOD,akk.r02731,a-su-mu,akk.r02734,"saao/sargonletters:P334097.11.1,saao/sargonletters:P334097.13.1"
8301,šumma[if]MOD,akk.r02731,šum-ma,akk.r02735,"saao/sargonletters:P224485.62.1,saao/sargonletters:P313425.20.1,saao/sargonletters:P313439.27.1,saao/sargonletters:P313454.21.1,saao/sargonletters:P313539.17.1,saao/sargonletters:P313653.12.2,saao/sargonletters:P313770.3.1,saao/sargonletters:P313915.9.1,saao/sargonletters:P314297.16.1,saao/sargonletters:P314297.17.1,saao/sargonletters:P314312.18.1,saao/sargonletters:P314312.3.1,saao/sargonletters:P334113.37.1,saao/sargonletters:P334114.21.1,saao/sargonletters:P334187.44.2,saao/sargonletters:P334204.8.3,saao/sargonletters:P334205.34.1,saao/sargonletters:P334263.31.2,saao/sargonletters:P334284.18.1,saao/sargonletters:P334344.42.1,saao/sargonletters:P334360.11.2,saao/sargonletters:P334360.9.1,saao/sargonletters:P334586.17.1,saao/sargonletters:P334695.32.4,saao/sargonletters:P334697.5.2,saao/sargonletters:P334708.33.1,saao/sargonletters:P334826.14.1,saao/sargonletters:P334858.22.1,saao/sargonletters:P334916.26.2,saao/sargonletters:P334922.12.1,saao/sargonletters:X900007.23.1,saao/sargonletters:X900015.21.1,saao/sargonletters:X900015.23.1"
8302,šumma[if]MOD,akk.r02731,šum-mu,akk.r02736,"saao/sargonletters:P314300.23.1,saao/sargonletters:P334772.31.6"
8303,šumma[if]MOD,akk.r02731,šum₂-ma,akk.r02737,"saao/sargonletters:P313425.35.5,saao/sargonletters:P313450.17.2,saao/sargonletters:P313450.21.1,saao/sargonletters:P313455.8.2,saao/sargonletters:P313476.37.1,saao/sargonletters:P313491.32.3,saao/sargonletters:P313491.34.2,saao/sargonletters:P313491.39.1,saao/sargonletters:P313504.18.2,saao/sargonletters:P313504.19.2,saao/sargonletters:P313506.12.3,saao/sargonletters:P313510.71.1,saao/sargonletters:P313659.27.4,saao/sargonletters:P313756.32.5,saao/sargonletters:P313778.5.5,saao/sargonletters:P313778.7.5,saao/sargonletters:P313802.23.3,saao/sargonletters:P313814.18.1,saao/sargonletters:P313814.30.9,saao/sargonletters:P313814.31.1,saao/sargonletters:P313814.32.2,saao/sargonletters:P313814.41.7,saao/sargonletters:P313814.45.7,saao/sargonletters:P313814.51.5,saao/sargonletters:P313814.53.7,saao/sargonletters:P313814.58.2,saao/sargonletters:P313814.59.1,saao/sargonletters:P313827.17.1,saao/sargonletters:P313885.5.3,saao/sargonletters:P313885.6.4,saao/sargonletters:P313898.18.2,saao/sargonletters:P313930.8.2,saao/sargonletters:P314026.35.3,saao/sargonletters:P314232.7.2,saao/sargonletters:P314268.5.4,saao/sargonletters:P314280.8.4,saao/sargonletters:P314313.12.2,saao/sargonletters:P314327.24.2,saao/sargonletters:P334075.22.1,saao/sargonletters:P334076.30.5,saao/sargonletters:P334100.7.1,saao/sargonletters:P334119.15.3,saao/sargonletters:P334135.14.2,saao/sargonletters:P334157.16.6,saao/sargonletters:P334163.44.5,saao/sargonletters:P334198.32.1,saao/sargonletters:P334198.6.2,saao/sargonletters:P334279.15.4,saao/sargonletters:P334279.50.3,saao/sargonletters:P334279.59.3,saao/sargonletters:P334322.12.1,saao/sargonletters:P334322.38.1,saao/sargonletters:P334322.39.1,saao/sargonletters:P334322.40.1,saao/sargonletters:P334322.57.6,saao/sargonletters:P334322.58.2,saao/sargonletters:P334343.25.1,saao/sargonletters:P334343.28.1,saao/sargonletters:P334369.12.2,saao/sargonletters:P334405.20.1,saao/sargonletters:P334483.32.1,saao/sargonletters:P334502.21.4,saao/sargonletters:P334502.25.5,saao/sargonletters:P334502.27.5,saao/sargonletters:P334535.23.1,saao/sargonletters:P334558.14.1,saao/sargonletters:P334564.16.1,saao/sargonletters:P334586.17.3,saao/sargonletters:P334586.18.2,saao/sargonletters:P334588.25.1,saao/sargonletters:P334612.18.2,saao/sargonletters:P334612.36.1,saao/sargonletters:P334671.5.2,saao/sargonletters:P334703.26.5,saao/sargonletters:P334703.27.3,saao/sargonletters:P334708.34.2,saao/sargonletters:P334831.22.2,saao/sargonletters:P334831.9.1,saao/sargonletters:P334834.28.2,saao/sargonletters:P334834.29.1,saao/sargonletters:P334847.15.7,saao/sargonletters:P334847.37.9,saao/sargonletters:P334849.23.3,saao/sargonletters:P334849.25.2,saao/sargonletters:P334865.28.1,saao/sargonletters:P334909.10.1,saao/sargonletters:P334922.7.1"
8304,šumma[if]MOD,akk.r02731,šum₂-mu,akk.r02738,"saao/sargonletters:P313427.28.1,saao/sargonletters:P313427.30.1,saao/sargonletters:P313427.38.1,saao/sargonletters:P313462.16.2,saao/sargonletters:P313462.49.1,saao/sargonletters:P313470.17.6,saao/sargonletters:P313472.41.3,saao/sargonletters:P313472.55.4,saao/sargonletters:P313481.13.1,saao/sargonletters:P313516.12.1,saao/sargonletters:P313516.58.6,saao/sargonletters:P313529.13.1,saao/sargonletters:P313529.14.1,saao/sargonletters:P313553.24.6,saao/sargonletters:P313553.5.7,saao/sargonletters:P313553.7.1,saao/sargonletters:P313559.21.2,saao/sargonletters:P313576.18.6,saao/sargonletters:P313667.7.4,saao/sargonletters:P313738.12.2,saao/sargonletters:P313755.5.2,saao/sargonletters:P313889.9.5,saao/sargonletters:P314056.10.1,saao/sargonletters:P314157.13.1,saao/sargonletters:P314180.7.1,saao/sargonletters:P334040.21.2,saao/sargonletters:P334048.37.1,saao/sargonletters:P334048.37.3,saao/sargonletters:P334050.26.2,saao/sargonletters:P334050.26.4,saao/sargonletters:P334050.27.1,saao/sargonletters:P334084.31.1,saao/sargonletters:P334090.29.3,saao/sargonletters:P334090.30.2,saao/sargonletters:P334093.22.1,saao/sargonletters:P334143.46.1,saao/sargonletters:P334143.47.1,saao/sargonletters:P334157.18.2,saao/sargonletters:P334179.12.4,saao/sargonletters:P334200.7.4,saao/sargonletters:P334298.23.1,saao/sargonletters:P334334.10.4,saao/sargonletters:P334381.21.1,saao/sargonletters:P334381.33.4,saao/sargonletters:P334381.34.1,saao/sargonletters:P334381.40.1,saao/sargonletters:P334381.43.2,saao/sargonletters:P334381.44.1,saao/sargonletters:P334422.27.3,saao/sargonletters:P334435.15.2,saao/sargonletters:P334435.16.1,saao/sargonletters:P334568.17.2,saao/sargonletters:P334648.12.1,saao/sargonletters:P334674.28.2,saao/sargonletters:P334699.12.2,saao/sargonletters:P334774.9.3,saao/sargonletters:P334789.20.1,saao/sargonletters:P334789.22.1,saao/sargonletters:P334789.7.1,saao/sargonletters:P334789.7.3,saao/sargonletters:P334792.19.2,saao/sargonletters:P334842.11.3,saao/sargonletters:P334887.15.1,saao/sargonletters:P334890.8.1,saao/sargonletters:P334903.12.2,saao/sargonletters:P334903.30.2,saao/sargonletters:P334912.6.2,saao/sargonletters:P334912.8.1,saao/sargonletters:X900011.36.1,saao/sargonletters:X900012.35.5"
8305,šumruṣu[very painful]AJ,akk.r0273b,ša-am-ru-uṣ,akk.r0273b,saao/sargonletters:P334834.28.4
8306,šumu[name]N,akk.r0273c,MU,akk.r0273d,"saao/sargonletters:P313506.11.6,saao/sargonletters:P334343.24.2,saao/sargonletters:P334343.29.1"
8307,šumu[name]N,akk.r0273c,MU-MEŠ,akk.r0273e,"saao/sargonletters:P313648.5.6,saao/sargonletters:P334056.17.1,saao/sargonletters:P334056.6.1"
8308,šumu[name]N,akk.r0273c,MU-MEŠ-ia,akk.r0273f,saao/sargonletters:P313648.7.6
8309,šumu[name]N,akk.r0273c,MU-MEŠ-ni-šu₂-nu,akk.r02740,saao/sargonletters:P334367.14.1
8310,šumu[name]N,akk.r0273c,MU-MEŠ-šu₂,akk.r02741,saao/sargonletters:P313473.14.3
8311,šumu[name]N,akk.r0273c,MU-MEŠ-šu₂-nu,akk.r02742,"saao/sargonletters:P334056.19.1,saao/sargonletters:P334308.13.2"
8312,šumu[name]N,akk.r0273c,MU-ku-nu,akk.r02743,saao/sargonletters:P313510.20.2
8313,šumu[name]N,akk.r0273c,MU-šu₂,akk.r02744,saao/sargonletters:X900011.32.3
8314,šumu[name]N,akk.r0273c,MU.MEŠ,akk.r02745,"saao/sargonletters:P313801.17.1,saao/sargonletters:P313801.6.1"
8315,šumu[name]N,akk.r0273c,MU.MEŠ-šu₂-nu,akk.r02746,saao/sargonletters:P313801.19.1
8316,šumu[name]N,akk.r0273c,šu-ma-a-ti,akk.r02747,saao/sargonletters:P334155.8.2
8317,šumu[name]N,akk.r0273c,šu-mu,akk.r02748,saao/sargonletters:P334671.7.2
8318,šumû[roast meat]N,akk.r0274b,ši-ir-šu-me-e,akk.r0274b,saao/sargonletters:P334071.15.1
8319,šumēlu[left side]N,akk.r0274c,KAB,akk.r0274d,"saao/sargonletters:P313427.32.3,saao/sargonletters:P313547.29.5,saao/sargonletters:P314004.4.3,saao/sargonletters:P334139.17.3,saao/sargonletters:P334193.23.3,saao/sargonletters:P334502.26.4"
8320,šumēlu[left side]N,akk.r0274c,KAB-šu,akk.r0274e,saao/sargonletters:P314167.8.4
8321,šumēlu[left side]N,akk.r0274c,šu-me-li,akk.r0274f,"saao/sargonletters:P334644.8.6,saao/sargonletters:P334668.6.2"
8322,šunagu[(meaning unknown)]N,akk.r02753,šu-na-ga-a-te,akk.r02753,saao/sargonletters:P334606.19.1
8323,šunu[they]IP,akk.r02754,ša-nu-u-ni,akk.r02755,saao/sargonletters:P334381.7.5
8324,šunu[they]IP,akk.r02754,šu-nu,akk.r02756,"saao/sargonletters:P313425.25.2,saao/sargonletters:P313448.15.2,saao/sargonletters:P313474.27.4,saao/sargonletters:P313474.40.3,saao/sargonletters:P313487.30.6,saao/sargonletters:P313494.12.2,saao/sargonletters:P313500.9.1,saao/sargonletters:P313501.11.2,saao/sargonletters:P313510.65.5,saao/sargonletters:P313516.51.7,saao/sargonletters:P313516.62.7,saao/sargonletters:P313553.19.6,saao/sargonletters:P313553.22.7,saao/sargonletters:P313575.40.4,saao/sargonletters:P313578.6.1,saao/sargonletters:P313587.13.3,saao/sargonletters:P313601.6.3,saao/sargonletters:P313632.9.3,saao/sargonletters:P313653.11.5,saao/sargonletters:P313714.5.1,saao/sargonletters:P313772.4.7,saao/sargonletters:P313772.5.7,saao/sargonletters:P313820.7.5,saao/sargonletters:P313992.4.7,saao/sargonletters:P314037.14.1,saao/sargonletters:P314236.30.6,saao/sargonletters:P314243.26.1,saao/sargonletters:P314323.20.4,saao/sargonletters:P314343.18.4,saao/sargonletters:P334077.10.2,saao/sargonletters:P334077.40.2,saao/sargonletters:P334084.31.5,saao/sargonletters:P334084.48.2,saao/sargonletters:P334090.13.3,saao/sargonletters:P334091.23.1,saao/sargonletters:P334115.18.10,saao/sargonletters:P334119.29.3,saao/sargonletters:P334119.31.3,saao/sargonletters:P334141.14.4,saao/sargonletters:P334180.13.2,saao/sargonletters:P334181.27.2,saao/sargonletters:P334193.25.2,saao/sargonletters:P334194.8.1,saao/sargonletters:P334209.21.3,saao/sargonletters:P334210.16.3,saao/sargonletters:P334257.22.2,saao/sargonletters:P334302.10.4,saao/sargonletters:P334302.28.2,saao/sargonletters:P334312.11.2,saao/sargonletters:P334312.7.3,saao/sargonletters:P334316.21.3,saao/sargonletters:P334338.7.3,saao/sargonletters:P334347.18.4,saao/sargonletters:P334347.20.4,saao/sargonletters:P334347.43.1,saao/sargonletters:P334367.31.1,saao/sargonletters:P334367.33.2,saao/sargonletters:P334372.39.1,saao/sargonletters:P334385.17.3,saao/sargonletters:P334403.24.1,saao/sargonletters:P334405.16.1,saao/sargonletters:P334502.22.2,saao/sargonletters:P334504.30.3,saao/sargonletters:P334520.20.1,saao/sargonletters:P334562.23.5,saao/sargonletters:P334588.36.1,saao/sargonletters:P334643.11.1,saao/sargonletters:P334695.6.3,saao/sargonletters:P334825.22.5,saao/sargonletters:P334825.24.8,saao/sargonletters:P334825.28.4,saao/sargonletters:P334825.6.2,saao/sargonletters:P334825.7.1,saao/sargonletters:P334825.8.1,saao/sargonletters:P334830.11.3,saao/sargonletters:P334834.22.3,saao/sargonletters:P334834.27.1,saao/sargonletters:P334847.20.7,saao/sargonletters:P334865.33.2,saao/sargonletters:P337150.37.2,saao/sargonletters:X900012.14.6"
8325,šunu[they]IP,akk.r02754,šu-nu-ma,akk.r02757,saao/sargonletters:P334360.20.2
8326,šunu[they]IP,akk.r02754,šu-nu-ni,akk.r02758,"saao/sargonletters:P313469.18.3,saao/sargonletters:P313487.22.4,saao/sargonletters:P313840.10.6,saao/sargonletters:P334158.12.5"
8327,šunu[they]IP,akk.r02754,šu-nu-u-ni,akk.r02759,"saao/sargonletters:P313502.9.1,saao/sargonletters:P313711.6.1,saao/sargonletters:P334155.34.3,saao/sargonletters:P334528.6.1,saao/sargonletters:P334830.22.4"
8328,šunu[they]IP,akk.r02754,šu₂-nu,akk.r0275a,"saao/sargonletters:P313434.10.3,saao/sargonletters:P313452.22.2,saao/sargonletters:P313454.20.3,saao/sargonletters:P313462.10.2,saao/sargonletters:P313476.10.2,saao/sargonletters:P313502.12.3,saao/sargonletters:P313507.6.6,saao/sargonletters:P313507.7.3,saao/sargonletters:P313515.11.1,saao/sargonletters:P313632.5.5,saao/sargonletters:P313778.4.7,saao/sargonletters:P313902.4.3,saao/sargonletters:P313902.7.2,saao/sargonletters:P314014.15.1,saao/sargonletters:P334048.34.6,saao/sargonletters:P334048.35.3,saao/sargonletters:P334075.25.3,saao/sargonletters:P334104.17.1,saao/sargonletters:P334137.10.5,saao/sargonletters:P334150.5.4,saao/sargonletters:P334163.43.8,saao/sargonletters:P334177.24.1,saao/sargonletters:P334178.19.6,saao/sargonletters:P334178.21.8,saao/sargonletters:P334179.27.5,saao/sargonletters:P334179.30.3,saao/sargonletters:P334187.8.4,saao/sargonletters:P334193.4.3,saao/sargonletters:P334214.16.2,saao/sargonletters:P334214.17.3,saao/sargonletters:P334222.44.3,saao/sargonletters:P334343.10.2,saao/sargonletters:P334369.21.2,saao/sargonletters:P334377.27.5,saao/sargonletters:P334412.11.2,saao/sargonletters:P334504.28.2,saao/sargonletters:P334519.14.9,saao/sargonletters:P334595.7.2,saao/sargonletters:P334688.16.6,saao/sargonletters:P334725.15.2,saao/sargonletters:P334782.22.2,saao/sargonletters:P334861.10.7,saao/sargonletters:X900008.20.3,saao/sargonletters:X900008.35.3,saao/sargonletters:X900008.39.1,saao/sargonletters:X900012.17.7"
8329,šunu[they]IP,akk.r02754,šu₂-nu-ni,akk.r0275b,"saao/sargonletters:P313473.15.4,saao/sargonletters:P334369.30.5"
8330,šunu[they]IP,akk.r02754,šu₂-nu-u₂-ma,akk.r0275c,saao/sargonletters:X900008.20.2
8331,šunāšunu[to them]IP,akk.r02760,šu₂-na-šu₂-nu,akk.r02760,saao/sargonletters:P334187.21.3
8332,šunāʾa[two each]NU,akk.r02761,šu-na-a.a,akk.r02761,saao/sargonletters:X900008.36.1
8333,šupêlu[exchange]V,akk.r02762,u₂-sa-pi-lu,akk.r02762,saao/sargonletters:P314243.7.2
8334,šuqultu[weight]N,akk.r02763,KI.LAL-ša,akk.r02764,"saao/sargonletters:P334302.26.1,saao/sargonletters:P334302.27.7"
8335,šuqultu[weight]N,akk.r02763,KI.LAL-šu,akk.r02765,saao/sargonletters:P313615.12.1
8336,šuqultu[weight]N,akk.r02763,KI.LAL-šu₂-nu,akk.r02766,saao/sargonletters:P334302.11.6
8337,šurdu[(part of a waggon wheel)]N,akk.r02767,{GI}šur-di,akk.r02767,saao/sargonletters:P334606.17.3
8338,šurmēnu[cypress]N,akk.r02768,{GIŠ}ŠUR.MAN,akk.r02768,"saao/sargonletters:P313451.21.1,saao/sargonletters:P334568.10.3,saao/sargonletters:P334568.22.2"
8339,šurrû[begin]V,akk.r0276b,u₂-sa-ri-ia,akk.r0276c,"saao/sargonletters:P314106.5.1,saao/sargonletters:P334500.7.1"
8340,šurrû[begin]V,akk.r0276b,u₂-sa-ri-iu-u,akk.r0276d,saao/sargonletters:P313657.12.4
8341,šurrû[begin]V,akk.r0276b,u₂-sa-ri-u₂,akk.r0276e,saao/sargonletters:P334345.19.3
8342,šurrû[begin]V,akk.r0276b,u₂-sar-ri,akk.r0276f,saao/sargonletters:P313612.15.2
8343,šurīnu[(divine) emblem]N,akk.r02770,{GIŠ}ŠU.NIR,akk.r02771,saao/sargonletters:P313871.12.2
8344,šurīnu[(divine) emblem]N,akk.r02770,{d}šu-ri-in-ni,akk.r02772,saao/sargonletters:P334336.5.3
8345,šušānu[horse-trainer]N,akk.r02773,{LU₂}GIGIR,akk.r02774,saao/sargonletters:P313814.84.10
8346,šušānu[horse-trainer]N,akk.r02773,{LU₂}{GIŠ}GIGIR,akk.r02775,"saao/sargonletters:P314175.4.1,saao/sargonletters:P334631.6.1"
8347,šušānu[horse-trainer]N,akk.r02773,{LU₂}{GIŠ}GIGIR-MEŠ,akk.r02776,"saao/sargonletters:P313722.26.1,saao/sargonletters:P314297.7.3,saao/sargonletters:P334715.8.1,saao/sargonletters:X900010.12.2,saao/sargonletters:X900010.14.8,saao/sargonletters:X900010.16.1"
8348,šušānu[horse-trainer]N,akk.r02773,{LU₂}{GIŠ}GIGIR-MEŠ-šu₂-nu,akk.r02777,saao/sargonletters:P314297.25.2
8349,šâlu[ask]V,akk.r02779,a-sa-al,akk.r0277a,"saao/sargonletters:P313417.8.1,saao/sargonletters:P313575.18.4,saao/sargonletters:P313632.7.1,saao/sargonletters:P313877.3.7,saao/sargonletters:P334036.7.3,saao/sargonletters:P334040.15.1,saao/sargonletters:P334279.47.2,saao/sargonletters:P334496.13.1,saao/sargonletters:P334499.19.2,saao/sargonletters:P334519.19.3"
8350,šâlu[ask]V,akk.r02779,a-sa-al-šu,akk.r0277b,"saao/sargonletters:P313575.47.3,saao/sargonletters:P334727.16.2"
8351,šâlu[ask]V,akk.r02779,a-sa-al-šu₂,akk.r0277c,"saao/sargonletters:P313571.6.1,saao/sargonletters:P313687.10.4,saao/sargonletters:P334118.10.5,saao/sargonletters:P334119.41.2,saao/sargonletters:P334302.34.2,saao/sargonletters:P334321.22.1,saao/sargonletters:P334367.38.1,saao/sargonletters:P334724.9.1,saao/sargonletters:X900009.12.4"
8352,šâlu[ask]V,akk.r02779,a-sa-al-šu₂-nu,akk.r0277d,"saao/sargonletters:P313571.22.2,saao/sargonletters:P313823.5.2"
8353,šâlu[ask]V,akk.r02779,a-sa-aʾ-la,akk.r0277e,saao/sargonletters:P334281.19.1
8354,šâlu[ask]V,akk.r02779,a-sa-na-a-la,akk.r0277f,saao/sargonletters:P334805.7.1
8355,šâlu[ask]V,akk.r02779,a-sa-na-al,akk.r02780,saao/sargonletters:P334090.28.1
8356,šâlu[ask]V,akk.r02779,a-sa-ʾa-al,akk.r02781,"saao/sargonletters:P313421.9.1,saao/sargonletters:P334314.11.3,saao/sargonletters:P334314.23.1,saao/sargonletters:P334772.10.2"
8357,šâlu[ask]V,akk.r02779,a-sa-ʾa-al-šu,akk.r02782,saao/sargonletters:P334037.10.2
8358,šâlu[ask]V,akk.r02779,a-sa-ʾa-al-šu-nu,akk.r02783,saao/sargonletters:P313788.9.1
8359,šâlu[ask]V,akk.r02779,a-sa-ʾa-al-šu₂,akk.r02784,"saao/sargonletters:P313614.18.2,saao/sargonletters:P313644.44.2,saao/sargonletters:P313711.10.1,saao/sargonletters:P313815.7.5,saao/sargonletters:P334271.16.1,saao/sargonletters:P334284.36.3,saao/sargonletters:P334361.12.1,saao/sargonletters:P334361.22.1,saao/sargonletters:P334528.10.1,saao/sargonletters:P334540.11.1,saao/sargonletters:P334540.24.1"
8360,šâlu[ask]V,akk.r02779,a-sa-ʾa-al-šu₂-nu,akk.r02785,"saao/sargonletters:P313617.14.1,saao/sargonletters:P334405.10.1,saao/sargonletters:P334825.48.1"
8361,šâlu[ask]V,akk.r02779,a-ša₂-al-šu₂-nu,akk.r02786,saao/sargonletters:P313442.18.2
8362,šâlu[ask]V,akk.r02779,a-ša₂-ʾa-al,akk.r02787,saao/sargonletters:P334084.30.3
8363,šâlu[ask]V,akk.r02779,as-sa-a-la,akk.r02788,saao/sargonletters:P313844.11.2
8364,šâlu[ask]V,akk.r02779,as-sa-ʾa-al-šu₂,akk.r02789,saao/sargonletters:P313452.23.3
8365,šâlu[ask]V,akk.r02779,i-sa-al,akk.r0278a,saao/sargonletters:P313785.13.6
8366,šâlu[ask]V,akk.r02779,i-sa-al-lu,akk.r0278b,saao/sargonletters:P334446.11.1
8367,šâlu[ask]V,akk.r02779,i-sa-al-šu₂-nu,akk.r0278c,saao/sargonletters:P334090.19.2
