lemma	norm	form	cf
šakānu[put]V	issaknūšu	i-sak-nu-uš	1
šakānu[put]V	issakāna	is-sa-ka-na	1
šakānu[put]V	issanakkan	i-sa-na-kan	1
šakānu[put]V	išakkan	i-ša-ak-ka-an	1
šakānu[put]V	išakkan	i-šak-kan	6
šakānu[put]V	išakkan	i-ša₂-kan	1
šakānu[put]V	išakkanannīni	i-šak-kan-an-ni-ni	1
šakānu[put]V	išakkanūni	i-šak-ka-nu-ni	1
šakānu[put]V	išakkanūni	i-ša₂-kan-u-ni	1
šakānu[put]V	išakkunu	i-ša₂-ku-nu	1
šakānu[put]V	išakkunšu	i-ša₂-kun-šu₂	1
šakānu[put]V	išakkunūšu	i-ša₂-ku-nu-šu₂	1
šakānu[put]V	iškun	iš-kun	3
šakānu[put]V	iškuna	iš-ku-na	1
šakānu[put]V	iškunanni	iš-ku-na-an-ni	2
šakānu[put]V	iškunanni	iš-ku-na-ni	2
šakānu[put]V	iškunanni	iš-kun-an-ni	4
šakānu[put]V	iškunannāši	iš-kun-na-na-ši	1
šakānu[put]V	iškunannīni	iš-ku-na-an-ni-ni	2
šakānu[put]V	iškunannīni	iš-ku-na-ni-ni	4
šakānu[put]V	iškunannīni	iš-kun-a-ni-ni	1
šakānu[put]V	iškunannīni	iš-kun-an-ni-ni	8
šakānu[put]V	iškunnannāšīni	iš-kun-na-na-ši-ni	1
šakānu[put]V	iškunnūni	iš-kun-nu-u₂-ni	1
šakānu[put]V	iškunu	iš-ku-nu	2
šakānu[put]V	iškunūni	iš-ku-nu-ni	1
šakānu[put]V	iškunūni	iš-ku-nu-u-ni	2
šakānu[put]V	iškunūni	iš-kun-u-ni	3
šakānu[put]V	iškunūšūni	iš-ku-nu-šu-u-ni	1
šakānu[put]V	iškunūšūni	iš-ku-nu-šu₂-u-ni	1
šakānu[put]V	iššakanūni	i-ša₂-kan-u-ni	1
šakānu[put]V	iššaknūni	iš-šak-nu-u-ni	1
šakānu[put]V	iššikinūni	iš-ši-ki-nu-ni	1
šakānu[put]V	laškunnu	la-aš₂-kun-nu	1
šakānu[put]V	laškunšu	la-aš₂-kun-šu₂	1
šakānu[put]V	laškūnu	la-aš₂-ku-nu	1
šakānu[put]V	liškun	liš-kun	7
šakānu[put]V	liškunu	liš-ku-nu	6
šakānu[put]V	liškunšu	liš-kun-šu₂	1
šakānu[put]V	liškunūšunu	liš-ku-nu-šu-nu	1
šakānu[put]V	nissakan	ni-is-sa-kan	1
šakānu[put]V	nissakan	ni-sa-kan	2
šakānu[put]V	nišakkan	ni-šak-kan	4
šakānu[put]V	nišakkannūni	ni-ša-kan-nu-ni	1
šakānu[put]V	nišakkanšunu	ni-šak-kan-šu₂-nu	1
šakānu[put]V	nišakkanšunu	ni-ša₂-kan-šu₂-nu	1
šakānu[put]V	niškun	niš-kun	1
šakānu[put]V	niškunūni	ni-iš-ku-nu-u-ni	1
šakānu[put]V	nušaškinūni	nu-ša₂-aš₂-kin₂-u-ni	1
šakānu[put]V	tassakananni	ta-sa-kan-an-ni	1
šakānu[put]V	tassakna	ta-as-sak-na	1
šakānu[put]V	tassakāna	ta-sa-ka-na	1
šakānu[put]V	tašakkan	ta-ša₂-kan	1
šakānu[put]V	tašakkana	ta-ša₂-ka-na	1
šakānu[put]V	tašakkananni	ta-ša-kan-an-ni	1
šakānu[put]V	tašakkananni	ta-šak-ka-na-ni	1
šakānu[put]V	taškunanni	taš-ku-na-ni	1
šakānu[put]V	taššakinūni	ta-aš₂-ša₂-ki-nu-ni	1
šakānu[put]V	tušaškanšunu	tu-ša₂-aš₂-kan-šu₂-nu	1
šakānu[put]V	ussaškinšunu	u₂-sa-aš₂-kin-šu₂-nu	1
šakānu[put]V	ušaškanšunu	u₂-ša₂-aš₂-kan-šu₂-nu	1
šakānu[put]V	šakāni	ša-ka-ni	1
šakānu[put]V	šaškinšu	ša₂-aš₂-kin-šu₂	1
šakānu[put]V	šukna	šu-uk-na	2
šakānu[put]V	šukna	šuk-na	2
šakānu[put]V	šuknu	šu-uk-nu	2
šakānu[put]V	šukun	šu-kun	1
šakānu[put]V	šukunšu	šu-kun-šu₂	1
šalhû[outer wall]N	šalhî	ša₂-al-hi-i	1
šalimtu[well-being]N	šalimte	ša₂-li-im-te	1
šalimtu[well-being]N	šalimte	ša₂-lim-te	1
šalimtu[well-being]N	šalimti	ša-lim-ti	1
šalimtu[well-being]N	šalimtu	ša-lim-tu	1
šalimtu[well-being]N	šalinte	ša-li-in-te	1
šalimtu[well-being]N	šalinti	ša₂-li-in-ti	1
šallatu[booty]N	šallutu	{LU₂}šal-lu-tu₂	1
šallūru[plum]N	šallūri	{GIŠ}KIB	2
šalmu[intact]AJ	šallim	šal-lim	1
šalmu[intact]AJ	šalmu	ša-al-mu	1
šalmu[intact]AJ	šalmu	šal-mu	2
šalmu[intact]AJ	šalmu	ša₂-al-mu	1
šalmu[intact]AJ	šalmāti	šal-ma-a-ti	1
šalmu[intact]AJ	šalmāti	šal-ma-ti	1
šalmu[intact]AJ	šalmūte	šal-mu-te	4
šaluššani[the year before last]AV	šaluššēni	ša-lu-še-ni	1
šaluššani[the year before last]AV	šaluššēni	ša-lu-ši-ni	1
šaluššani[the year before last]AV	šalšēni	šal-še-ni	1
šalāhu[pull out]V	nišluhšunu	ni-iš-luh-šu-nu	1
šalāhu[pull out]V	ušallah	u₂-ša₂-lah₃	1
šalāmu[be(come) healthy]V	išlima	iš-li-ma	1
šalāmu[be(come) healthy]V	lušallimme	lu-šal-lim-me	1
šalāmu[be(come) healthy]V	nušallam	nu-šal-lam	1
šalāmu[be(come) healthy]V	nušallīme	nu-šal-li-me	1
šalāmu[be(come) healthy]V	tušallumni	tu-šal-lum-ni	1
šalāmu[be(come) healthy]V	ussalimme	u₂-sa-lim-me	1
šalāmu[be(come) healthy]V	ussallim	u₂-sa-lim	2
šalāmu[be(come) healthy]V	ussallim	u₂-sal-lim	1
šalāmu[be(come) healthy]V	ussallimu	u₂-sa-li-mu	2
šalāmu[be(come) healthy]V	ušallam	u₂-šal-lam	2
šalāmu[be(come) healthy]V	ušallumu	u₂-šal-lu-mu	2
šalāmu[be(come) healthy]V	ušallumu	u₂-ša₂-lu-mu	1
šalāmu[be(come) healthy]V	šallimannāši	šal-li-ma-an-na-ši	1
šalāšī-[three times]AV	šalāšīšu	03-šu	1
šalāšī-[three times]AV	šalāšīšu	03-šu₂	10
šalāʾu[deceive]V	tasallaʾanni	ta-sa-la-ʾa-an-ni	1
šalāṭu[rule]V	išalliṭ	i-ša₂-liṭ	1
šalāṭu[rule]V	ussašliṭ	u₂-sa-aš₂-liṭ	2
šalšu[third]NU	šalussu	03-su	4
šalšu[third]NU	šalše	ša₂-al-še	1
šalšu[third]NU	šalši	šal-ši	2
šalšu[third]NU	šalšiūte	šal-ši-u-te	1
šalšu[third]NU	šalšu	03-šu₂	1
šalšūmi[the day before yesterday]AV	šalše-ūme	03-še-UD-me	1
šalšūmi[the day before yesterday]AV	šalši-ūme	ša-al-ši-UD-me	1
šalšūmi[the day before yesterday]AV	šalši-ūme	šal-ši-UD-me	4
šalšūmi[the day before yesterday]AV	šalši-ūmēšu	03-ši-UD-me-šu₂	1
šalšūmi[the day before yesterday]AV	šaššūme	ša₂-šu-me	1
šamaššammū[sesame]N	šamaššammē	{ŠE}GIŠ.I₃	2
šammu[plant(s)]N	šammu	šam-mu	1
šammu[plant(s)]N	šammāni	U₂-HI.A	2
šammu[plant(s)]N	šammāni	U₂-MEŠ	1
šamnu[oil]N	šamni	I₃.GIŠ	1
šamnu[oil]N	šamnu	I₃	1
šamnu[oil]N	šamnī	I₃-MEŠ	11
šamru[furious]AJ	šammuru	ša-mu-ru	1
šamû[sky]N	šamê	AN-e	2
šamāṭu[tear away]V	lišmuṭu	liš-mu-ṭu	1
šandabakku[governor of Nippur]N	šandabakki	{LU₂}GU₂.EN.NA	1
šangû[priest]N	sangî	{LU₂}E₂.BAR	1
šangû[priest]N	sangî	{LU₂}SANGA	2
šangû[priest]N	sangû	{LU₂}SANGA	4
šangû[priest]N	sangānišunu	{LU₂}SANGA-MEŠ-šu₂-nu	1
šanîš[otherwise]AV	šanīš	KI.MIN	1
šanû[(an)other]AJ	šanie	ša₂-ni-e	2
šanû[(an)other]AJ	šaniu	02-u₂	1
šanû[(an)other]AJ	šaniu	{LU₂}02-u₂	1
šanû[(an)other]AJ	šaniu	ša-ni-u	1
šanû[(an)other]AJ	šaniu	ša-ni-u₂	2
šanû[(an)other]AJ	šanû	02-u₂	2
šanû[(an)other]AJ	šanīti	ša₂-ni-ti	1
šanû[(an)other]AJ	šanītu	ša₂-ni-tu₂	1
šanû[do twice]V	išanni	i-ša₂-an-ni	1
šanû[do twice]V	išnia	iš-ni-a	1
šanû[do twice]V	lušanni	lu-ša₂-an-ni	1
šanû[do twice]V	lušanniʾa	lu-ša₂-ni-ʾa	1
šanû[do twice]V	ussanniʾu	u₂-sa-ni-ʾu-u	1
šanû[do twice]V	ussašaniu	u₂-sa-ša-ni-u₂	1
šanû[second]NU	šanie	02-e	1
šanû[second]NU	šanie	{LU₂}02-e	8
šanû[second]NU	šanie	ša-ni-e	1
šanû[second]NU	šaniu	02-u	5
šanû[second]NU	šaniu	{LU₂}02-u	7
šanû[second]NU	šaniu	{LU₂}02-u₂	11
šanû[second]NU	šaniūte	02-u-te	1
šanû[second]NU	šaniūte	{LU₂}02-u₂-te	1
šanû[second]NU	šaniūte	ša₂-ni-u₂-te	1
šanû[second]NU	šanî	{LU₂}02-i	1
šanû[second]NU	šanîšu	{LU₂}02-i-šu₂	2
šapliš[below]AV	šapliš	šap-liš	1
šaplu[underside]N	šabalūya	ša-ba-lu-u-ia	1
šaplu[underside]N	šapal	KI.TA	8
šaplu[underside]N	šapal	ša-pal	1
šaplu[underside]N	šapal	ša₂-pal	3
šaplu[underside]N	šapla	šap-la	5
šaplu[underside]N	šaplanuššu	šap-la-nu-uš-šu₂	1
šaplu[underside]N	šapli	KI.TA	1
šaplu[underside]N	šapli	šap-li	1
šaplu[underside]N	šapluššu	KI.TA-uš-šu₂	1
šaplu[underside]N	šapluššu	KI.TA-šu	1
šaplu[underside]N	šaplīšu	KI.TA-šu₂	2
šaplu[underside]N	šaplūwa	šap-la-u₂-a	2
šappatu[(a pottery vessel)]N	šappāte	{DUG}šap-pa-a-te	2
šappatu[(a pottery vessel)]N	šappāti	{DUG}ŠAB	2
šappatu[(a pottery vessel)]N	šappāti	{DUG}ŠAB-MEŠ	1
šapru[envoy]N	šaprūte	{LU₂}šap-ru-te	1
šapru[sent]AJ	šaprāka	šap-ra-ka	1
šapru[sent]AJ	šaprākūni	šap-ra-ku-u-ni	1
šapru[sent]AJ	šaprāni	šap-ra-a-ni	1
šapālu[be(come) deep]V	išappil	i-ša-pi-il	1
šapālu[be(come) deep]V	ussatappulu	u₂-sa-ta-pu-lu	1
šapāru[send]V	assabar	a-sa-bar	6
šapāru[send]V	assabaraššu	a-sa-bar-aš₂-šu₂	1
šapāru[send]V	assabaraššunu	as-sa-bar-aš₂-šu₂-nu	1
šapāru[send]V	assabaršunu	a-sa-bar-šu₂-nu	1
šapāru[send]V	assanapparšu	a-sa-na-par-šu₂	1
šapāru[send]V	assapar	a-sa-pa-ar	2
šapāru[send]V	assapar	a-sa-par	37
šapāru[send]V	assapar	as-sa-par	1
šapāru[send]V	assaparakka	a-sa-par-ak-ka	1
šapāru[send]V	assaparaššu	a-sa-par-a-šu	1
šapāru[send]V	assaparaššu	a-sap-ar₂-šu	1
šapāru[send]V	assaparšu	a-sa-pa-ar-šu₂	1
šapāru[send]V	assaparšu	a-sa-par-šu₂	3
šapāru[send]V	assaparšunu	a-sa-par-šu₂-nu	2
šapāru[send]V	assappar	a-sap-par	2
šapāru[send]V	assappar	as-sap-par	1
šapāru[send]V	assapra	a-sa-ap-ra	15
šapāru[send]V	assapra	a-sap-ra	40
šapāru[send]V	assapra	as-sap-ra	8
šapāru[send]V	assaprakka	a-sa-ap-rak-ka	1
šapāru[send]V	assaprakka	a-sap-rak-ka	1
šapāru[send]V	assaprakka	as-sap-rak-ka	1
šapāru[send]V	assaprakkunu	a-sa-ap-rak-ku-nu	3
šapāru[send]V	assaprakkunu	a-sap-ra-ku-nu	1
šapāru[send]V	assaprakkunu	a-sap-rak-ku-nu	3
šapāru[send]V	assapraššu	a-sa-ap-ra-aš₂-šu	1
šapāru[send]V	assapraššu	a-sap-ra-aš₂-šu	1
šapāru[send]V	assapraššu	a-sap-ra-aš₂-šu₂	1
šapāru[send]V	assapraššu	a-sap-ra-šu₂	2
šapāru[send]V	assapraššu	a-sap-raš-šu	2
šapāru[send]V	assapraššu	a-sap-raš-šu₂	2
šapāru[send]V	assapraššunu	a-sa-ap-ra-šu₂-nu	1
šapāru[send]V	assapraššunu	a-sap-ra-šu₂-nu	1
šapāru[send]V	assapraššunu	a-sap-raš-šu₂-nu	1
šapāru[send]V	assapāra	a-sa-pa-ra	11
šapāru[send]V	assapāra	a-sa-par-ra	1
šapāru[send]V	assatabbar	a-sa-ta-bar	1
šapāru[send]V	assatappar	a-sa-ta-par	2
šapāru[send]V	ašabbar	a-šab-bar	1
šapāru[send]V	ašappar	a-šap-pa-ar	1
šapāru[send]V	ašappar	a-šap-par	13
šapāru[send]V	ašappar	a-ša₂-pa-ar	1
šapāru[send]V	ašapparakka	a-ša₂-pa-ra-ka	1
šapāru[send]V	ašapparakka	a-ša₂-par-a-ka	1
šapāru[send]V	ašapparaššu	a-šap-pa-ra-šu₂	1
šapāru[send]V	ašapparaššunu	a-šap-pa-raš-šu₂-nu	2
šapāru[send]V	ašapparkanni	a-šap-par-kan-ni	1
šapāru[send]V	ašapparšu	a-šap-par-šu	1
šapāru[send]V	ašapparūni	a-šap-par-u-ni	1
šapāru[send]V	ašappāra	a-šap-pa-ra	21
šapāru[send]V	ašappāra	a-ša₂-pa-ra	4
šapāru[send]V	ašpar	aš₂-par	1
šapāru[send]V	ašpura	aš₂-pu-ra	2
šapāru[send]V	ašpurakkanni	aš₂-pu-rak-kan-ni	1
šapāru[send]V	ašpuranni	aš₂-pu-ra-an-ni	3
šapāru[send]V	ašpuranni	aš₂-pu-ra-ni	1
šapāru[send]V	ašpuranni	aš₂-pur-a-ni	1
šapāru[send]V	ašpuranni	aš₂-pur-an-ni	18
šapāru[send]V	ašpurkāni	aš₂-pur-ka-a-ni	1
šapāru[send]V	ašpurūni	aš₂-pu-ru-ni	1
šapāru[send]V	ašpurūni	aš₂-pur-u-ni	3
šapāru[send]V	ašpurūni	aš₂-pur-u₂-ni	1
šapāru[send]V	issabar	i-sa-bar	5
šapāru[send]V	issapar	i-sa-par	10
šapāru[send]V	issapar	i-sap-ar₂	1
šapāru[send]V	issapar	is-sa-par	1
šapāru[send]V	issaparanni	i-sa-pa-ra-an-ni	1
šapāru[send]V	issaparanni	i-sa-par-an-ni	1
šapāru[send]V	issaparaššu	i-sa-pa-ra-šu	1
šapāru[send]V	issaparra	i-sa-par-ra	1
šapāru[send]V	issaparūni	i-sa-pa-ru-u-ni	2
šapāru[send]V	issaparūni	i-sa-par-u-ni	4
šapāru[send]V	issapra	i-sa-ap-ra	12
šapāru[send]V	issapra	i-sap-ra	18
šapāru[send]V	issapra	is-sa-ap-ra	2
šapāru[send]V	issapra	is-sap-ra	12
šapāru[send]V	issapranni	i-sa-ap-ra-an-ni	1
šapāru[send]V	issapranni	is-sap-ra-ni	1
šapāru[send]V	issapraššu	i-sa-ap-ra-šu₂	1
šapāru[send]V	issapraššu	i-sa-ap-raš-šu₂	1
šapāru[send]V	issapru	i-sa-ap-ru	2
šapāru[send]V	issapru	i-sap-ru	1
šapāru[send]V	issaprunikkâ	is-sap-ru-nik-ka-a	1
šapāru[send]V	issaprūni	i-sa-ap-ru-ni	2
šapāru[send]V	issaprūni	i-sa-ap-ru-u-ni	1
šapāru[send]V	issaprūni	i-sap-ru-ni	1
šapāru[send]V	issaprūni	i-sap-ru-u-ni	2
šapāru[send]V	issapāra	is-sa-pa-ra	1
šapāru[send]V	issatappar	i-sa-ta-par	1
šapāru[send]V	išappar	i-šap-par	3
šapāru[send]V	išapparakkanni	i-šap-pa-rak-kan-ni	2
šapāru[send]V	išapparanni	i-šap-pa-ra-an-ni	1
šapāru[send]V	išapparanni	i-šap-par-an-ni	1
šapāru[send]V	išapparanni	i-ša₂-pa-ra-ni	1
šapāru[send]V	išapparšanūni	i-šap-par-ša₂-nu-ni	1
šapāru[send]V	išapparūni	i-šap-pa-ru-ni	1
šapāru[send]V	išapparūni	i-šap-par-u-ni	3
šapāru[send]V	išapparūni	i-ša₂-par-u-ni	1
šapāru[send]V	išapparūnikkāni	i-šap-par-u-ni-ka-ni	1
šapāru[send]V	išapparūnīni	i-šap-pa-ru-ni-ni	1
šapāru[send]V	išappuru	i-šap-pu-ru	1
šapāru[send]V	išappāra	i-šap-pa-ra	1
šapāru[send]V	išappāra	i-ša₂-pa-ra	2
šapāru[send]V	išparuniššu	iš-pa-ru-niš-šu₂	1
šapāru[send]V	išpur	iš-pur	1
šapāru[send]V	išpura	iš-pu-ra	2
šapāru[send]V	išpuranni	iš-pu-ra-an-ni	3
šapāru[send]V	išpuranni	iš-pu-ra-ni	1
šapāru[send]V	išpuranni	iš-pur-a-ni	20
šapāru[send]V	išpuranni	iš-pur-an-ni	289
šapāru[send]V	išpuranni	iš-pur-ni	5
šapāru[send]V	išpurannāšīni	iš-pu-ra-na-ši-ni	2
šapāru[send]V	išpurannāšīni	iš-pur-a-na-ši-ni	1
šapāru[send]V	išpurannāšīni	iš-pur-an-na-ši-ni	6
šapāru[send]V	išpurannīni	iš-pu-ra-ni-ni	2
šapāru[send]V	išpurannīni	iš-pur-an-ni-i-ni	1
šapāru[send]V	išpurannīni	iš-pur-an-ni-ni	4
šapāru[send]V	išpurannīni	iš-pur-ni-ni	1
šapāru[send]V	išpurnīni	iš-pur-ni-ni	1
šapāru[send]V	išpurra	iš-pur-ra	1
šapāru[send]V	išpurrannīni	iš-pur-ra-ni-ni	1
šapāru[send]V	išpurrušūni	iš-pur-ru-šu-u-ni	1
šapāru[send]V	išpurušūni	iš-pur-u₂-šu₂-u-ni	1
šapāru[send]V	išpuršūni	iš-pur-šu-u-ni	1
šapāru[send]V	išpurūni	iš-pu-ru-ni	1
šapāru[send]V	išpurūni	iš-pur-u-ni	3
šapāru[send]V	išpurūni	iš-pur-u₂-ni	1
šapāru[send]V	išpurūninni	iš-pur-u-ni-ni	3
šapāru[send]V	lašpur	la-aš₂-pur	4
šapāru[send]V	lašpura	la-aš₂-pu-ra	2
šapāru[send]V	lašpurakka	la-aš₂-pur-ak-ka	1
šapāru[send]V	lispūru	li-is-pu-ru	2
šapāru[send]V	lišparūni	li-iš-pa-ru-u-ni	1
šapāru[send]V	lišparūni	liš-pa-ru-ni	3
šapāru[send]V	lišparūni	liš-pa-ru-u-ni	5
šapāru[send]V	lišpur	li-iš-pur	1
šapāru[send]V	lišpur	liš-pur	11
šapāru[send]V	lišpura	li-iš-pu-ra	1
šapāru[send]V	lišpura	li-iš-pur-ra	1
šapāru[send]V	lišpura	liš-pu-ra	27
šapāru[send]V	lišpuraššu	liš-pur-aš₂-šu	1
šapāru[send]V	lišpurra	liš-pur-ra	3
šapāru[send]V	lišpurru	liš-pur-ru	1
šapāru[send]V	lišpurrūni	liš-pur-ru-u₂-ni	1
šapāru[send]V	lišpuru	liš-pu-ru	3
šapāru[send]V	lišpurunāši	liš-pur-u-na-a-ši	1
šapāru[send]V	lišpurūni	li-iš-pur-u₂-ni	1
šapāru[send]V	lišpurūni	liš-pur-u-ni	1
šapāru[send]V	lišpurūni	liš-pur-u₂-ni	1
šapāru[send]V	lišpūru	liš-pu-ru	3
šapāru[send]V	nissapra	ni-sa-ap-ra	2
šapāru[send]V	nissapra	ni-sap-ra	3
šapāru[send]V	nissapāra	ni-sa-pa-ra	1
šapāru[send]V	nissatappar	ni-sa-ta-pa-ar	1
šapāru[send]V	nišappar	ni-šap-pa-ar	1
šapāru[send]V	nišappar	ni-šap-par	2
šapāru[send]V	nišapparakkanūni	ni-ša-pa-ra-ka-nu-u₂-ni	1
šapāru[send]V	nišapparka	ni-ša₂-par-ka	1
šapāru[send]V	nišpuraššunu	ni-iš-pu-ra-šu₂-nu	1
šapāru[send]V	nišpūru	ni-iš-pu-u-ru	1
šapāru[send]V	tassapar	ta-as-sa-par	1
šapāru[send]V	tassapra	ta-sap-ra	3
šapāru[send]V	tašappara	ta-šap-pa-ra	2
šapāru[send]V	tašapparanni	ta-šap-par-an-ni	1
šapāru[send]V	tašapparāninni	ta-šap-par-a-ni-ni	1
šapāru[send]V	tašapparūni	ta-šap-pa-ru-u-ni	1
šapāru[send]V	tašpur	ta-aš₂-pur	1
šapāru[send]V	tašpur	taš-pur	2
šapāru[send]V	tašpura	ta-aš₂-pu-ra	1
šapāru[send]V	tašpura	taš-pu-ra	5
šapāru[send]V	tašpuranni	taš-pu-ra-ni	1
šapāru[send]V	tašpuranni	taš-pur-an-ni	16
šapāru[send]V	tašpurni	taš-pur-ni	1
šapāru[send]V	tašpurūni	taš-pur-u₂-ni	1
šapāru[send]V	šupra	šu-up-ra	2
šapāru[send]V	šupra	šup-ra	12
šapāru[send]V	šupraššu	šup-ra-aš₂-šu₂	2
šapāru[send]V	šupraššu	šup-ra-šu₂	1
šapāru[send]V	šupru	šu-up-ru	4
šapāru[send]V	šupru	šup-ru	2
šapāru[send]V	šuprāni	šup-ra-a-ni	1
šapāru[send]V	šuprāni	šup-ra-ni	2
šapāru[send]V	šupur	šu-pu-ur	1
šapāru[send]V	šupur	šu-pur	9
šapāru[send]V	šupuršu	šu-pur-šu	1
šarbu[rainy season]N	šarbu	ša₂-ar₂-bu	1
šarpu[burnt]AJ	šarpu	šar-pu	1
šarri[king]N	no-norm	NUMUN—LUGAL	1
šarru[king]N	šar	LUGAL	36
šarru[king]N	šar	MAN	1
šarru[king]N	šarri	A—MAN	1
šarru[king]N	šarri	DUMU—LUGAL	18
šarru[king]N	šarri	DUMU—MAN	1
šarru[king]N	šarri	ERIM-MEŠ—LUGAL	3
šarru[king]N	šarri	ERIM-MEŠ—MAN	1
šarru[king]N	šarri	ERIM—MAN	1
šarru[king]N	šarri	E₂—LUGAL	3
šarru[king]N	šarri	KASKAL.2—LUGAL	1
šarru[king]N	šarri	KUŠ₃—LUGAL	2
šarru[king]N	šarri	KUŠ₃—MAN	1
šarru[king]N	šarri	LUGAL	1750
šarru[king]N	šarri	MAN	22
šarru[king]N	šarri	NUMUN—LUGAL	2
šarru[king]N	šarri	{LU₂}ERIM-MEŠ—LUGAL	4
šarru[king]N	šarri	{LU₂}ERIM-MEŠ—MAN	5
šarru[king]N	šarri	{LU₂}ERIM—LUGAL-MEŠ	1
šarru[king]N	šarri	{LU₂}ERIM—MAN	1
šarru[king]N	šarri	{LU₂}ERIM—MAN-MEŠ	3
šarru[king]N	šarrikunu	{LU₂}ERIM-MEŠ—MAN-ku-nu	1
šarru[king]N	šarrimma	KASKAL—LUGAL-ma	1
šarru[king]N	šarrimma	LUGAL-ma	2
šarru[king]N	šarrimma	{LU₂}ERIM—LUGAL-ma	1
šarru[king]N	šarrišunu	{LU₂}ERIM-MEŠ—LUGAL-šu₂-nu	1
šarru[king]N	šarrišunu	{LU₂}ERIM—MAN-šu₂-nu	1
šarru[king]N	šarrišūni	{LU₂}ERIM-MEŠ—MAN-šu-ni	1
šarru[king]N	šarru	LUGAL	967
šarru[king]N	šarru	MAN	4
šarru[king]N	šarrumma	LUGAL-ma	2
šarru[king]N	šarrušunu	LUGAL-šu₂-nu	3
šarru[king]N	šarrê	LUGAL-e	1
šarru[king]N	šarrāni	KASKAL-MEŠ—LUGAL-MEŠ-ni	1
šarru[king]N	šarrāni	KASKAL—LUGAL-MEŠ-ni	1
šarru[king]N	šarrāni	LUGAL-MEŠ	1
šarru[king]N	šarrāni	LUGAL-MEŠ-ni	4
šarru[king]N	šarrāni	LUGAL.MEŠ	1
šarru[king]N	šarrāni	MAN-MEŠ-ni	1
šarru[king]N	šarrēya	{LU₂}ERIM-MEŠ—MAN-e-a	1
šarru[king]N	šarrēya	{LU₂}ERIM—MAN-e-a	1
šarru[king]N	šarrīni	{LU₂}ERIM-MEŠ—MAN-ni	1
šarru[king]N	šarrīya	ERIM-MEŠ—MAN-ia	1
šarru[king]N	šarrīya	{LU₂}ERIM-MEŠ—LUGAL-ia	1
šarru[king]N	šarrīya	{LU₂}ERIM—MAN-ia	1
šarrūtu[kingship]N	šarrūte	ERIM-MEŠ—MAN-te	1
šarrūtu[kingship]N	šarrūte	LUGAL-u-te	1
šarrūtu[kingship]N	šarrūti	ERIM-MEŠ—LUGAL-u-ti	1
šarrūtu[kingship]N	šarrūti	LUGAL-ti	1
šarrūtu[kingship]N	šarrūtu	LUGAL-u₂-tu₂	1
šarrūtu[kingship]N	šarrūtu	šar-ru-tu₂	1
šarāmu[trim]V	nušarrimūni	nu-šar-ri-mu-u-ni	1
šarāmu[trim]V	ussarrimimma	u₂-sa-ri-mi₃-ma	1
šarāmu[trim]V	ušarrimūni	u₂-šar-ri-mu-u-ni	1
šarāṣu[(meaning unknown)]V	issaraṣ	i-sa-ra-aṣ	1
šaršaruttu[position of king of kings]N	šaršaruttu	šar-ša-ru-ut-tu	1
šasummu[(meaning unknown)]N	šasummāte	ša₂-su-ma-te	1
šasû[shout]V	issisiu	i-si-si-i-u	1
šatammu[administrator]N	šatammu	{LU₂}ŠA₃.TAM	2
šatammūtu[post of šatammu]N	šatammūtu	{LU₂}ŠA₃.TAM-u₂-tu	1
šattu[year]N	šanāti	MU.AN.NA	2
šattu[year]N	šanāti	MU.AN.NA-MEŠ	3
šattu[year]N	šatti	MU.AN.NA	4
šattu[year]N	šatti	šat-ti	1
šattu[year]N	šattu	MU.AN.NA	5
šattu[year]N	šattu	šat-tu₂	2
šatû[drink]V	issiti	is-si-ti	1
šatû[drink]V	išattiu	i-ša₂-ti-u	1
šatû[drink]V	lissia	li-is-si-a	1
šatû[drink]V	lissiu	li-is-si-u	1
šatû[drink]V	lissiu	li-si-u	1
šatû[drink]V	šiti	ši-ti	1
šawiru[ring]N	sabirru	HAR	1
šawiru[ring]N	sabirrī	HAR-MEŠ	2
šazbussu[consignment]N	šazabussu	ša-za-bu-su	1
šazbussu[consignment]N	šazabussāte	ša-za-bu-sa-te	2
šazbussu[consignment]N	šazbussu	ša₂-az-bu-su	1
šaššūgu[(a tree)]N	šaššūgi	{GIŠ}ša₂-aš₂-šu-gi	1
šaʾʾurtu[dirt]N	šaʾʾurtu	ša₂-ʾu-ur-tu₂	1
šaṣbutu[supplies]N	šaṣbutu	ša-aṣ-bu-tu₂	2
šaṭru[written]AJ	šaṭir	ša₂-ṭi-ir	3
šaṭru[written]AJ	šaṭirūni	ša-ṭi-ru-ni	1
šaṭru[written]AJ	šaṭru	šaṭ-ru	1
šaṭāru[write]V	assaṭar	a-sa-ṭar	12
šaṭāru[write]V	assaṭāra	a-sa-ṭa-ra	1
šaṭāru[write]V	ašṭarūni	aš₂-ṭa-ru-u-ni	1
šaṭāru[write]V	issaṭar	i-sa-ṭar	3
šaṭāru[write]V	issaṭaru	i-sa-ṭa-ru	1
šaṭāru[write]V	issaṭaruššunu	i-sa-ṭar-u₂-šu₂-nu	1
šaṭāru[write]V	išaṭṭuru	i-ša-ṭu-ru	1
šaṭāru[write]V	lašṭur	la-aš₂-ṭur	1
šaṭāru[write]V	lišṭur	liš-ṭur	2
šaṭāru[write]V	lišṭuru	liš-ṭu-ru	3
šaṭāru[write]V	nissaṭar	ni-sa-ṭar	1
šaṭāru[write]V	tassaṭar	ta-sa-ṭar	1
